postcode,population_2011,population_2022,population_2023,population_2024
BS23 2,9195,9850,9931,10069
BS23 3,12214,13084,13191,13374
BS23 4,7647,8191,8259,8373
BS24 0,2039,2184,2202,2233
BS24 6,359,385,388,393
BS24 7,8306,8897,8970,9095
BS24 8,2166,2320,2339,2372
BS24 9,5971,6396,6449,6538
BS25 1,4616,4945,4985,5055
BS25 5,1616,1731,1745,1770
BS26 2,5127,5492,5537,5614
BS27 3,7081,7585,7647,7754
BS28 4,3318,3554,3583,3633
BS29 6,2919,3127,3153,3196
BS3  1,8891,9524,9602,9736
BS3  2,6065,6497,6550,6641
BS3  3,6157,6595,6650,6742
BS3  4,7639,8183,8250,8365
BS3  5,8009,8579,8650,8770
BS30 5,5040,5399,5443,5519
BS30 6,3509,3759,3790,3842
BS30 7,3666,3927,3959,4014
BS30 8,10295,11028,11119,11273
BS30 9,7850,8409,8478,8596
BS31 1,7446,7976,8042,8153
BS31 2,8481,9085,9159,9287
BS31 3,4073,4363,4399,4460
BS32 0,7373,7898,7963,8073
BS32 4,4380,4692,4730,4796
BS32 8,8354,8949,9022,9148
BS32 9,4651,4982,5023,5093
BS34 5,8122,8700,8772,8894
BS34 6,6295,6743,6799,6893
BS34 7,7057,7559,7622,7727
BS34 8,8316,8908,8981,9106
BS35 1,6608,7078,7137,7236
BS35 2,6436,6894,6951,7047
BS35 3,3058,3276,3303,3349
BS35 4,4888,5236,5279,5352
BS35 5,650,696,702,712
BS36 1,6242,6686,6741,6835
BS36 2,9201,9856,9937,10075
BS37 4,8102,8679,8750,8872
BS37 5,7723,8273,8341,8457
BS37 6,8025,8596,8667,8787
BS37 7,6952,7447,7508,7612
BS37 8,6452,6911,6968,7065
BS37 9,807,864,872,884
BS39 4,2593,2778,2800,2839
BS39 5,4563,4888,4928,4996
BS39 6,3005,3219,3245,3290
BS39 7,5302,5680,5726,5806
BS4  1,12962,13885,13999,14193
BS4  2,9948,10656,10744,10893
BS4  3,8856,9487,9564,9697
BS4  4,12382,13264,13373,13558
BS4  5,3811,4082,4116,4173
BS40 5,4496,4816,4856,4923
BS40 6,2249,2409,2429,2463
BS40 7,1571,1683,1697,1720
BS40 8,3833,4106,4140,4197
BS40 9,637,682,688,698
BS41 8,829,888,895,908
BS41 9,5254,5628,5674,5753
BS48 1,5537,5931,5980,6063
BS48 2,6848,7336,7396,7499
BS48 3,5537,5931,5980,6063
BS48 4,5486,5877,5925,6007
BS49 4,8454,9056,9130,9257
BS49 5,3497,3746,3777,3829
BS5  0,8743,9366,9442,9574
BS5  6,13181,14119,14235,14433
BS5  7,10919,11696,11793,11956
BS5  8,9587,10270,10354,10498
BS5  9,9913,10619,10706,10855
BS6  5,10728,11492,11586,11747
BS6  6,12944,13866,13980,14174
BS6  7,10009,10722,10810,10960
BS7  0,15411,16508,16644,16875
BS7  8,10257,10987,11078,11231
BS7  9,15265,16352,16486,16715
BS8  1,4869,5216,5259,5332
BS8  2,7248,7764,7828,7937
BS8  3,5193,5563,5608,5686
BS8  4,8792,9418,9495,9627
BS9  1,8381,8978,9051,9177
BS9  2,6600,7070,7128,7227
BS9  3,8540,9148,9223,9351
BS9  4,7432,7961,8027,8138
CA1  1,2218,2376,2395,2429
CA1  2,11104,11895,11992,12159
CA1  3,10938,11717,11813,11977
CA10 1,5757,6167,6218,6304
CA10 2,3286,3520,3549,3598
CA10 3,4580,4906,4946,5015
CA11 0,4416,4730,4769,4836
CA11 7,3561,3815,3846,3899
CA11 8,7907,8470,8540,8658
CA11 9,6475,6936,6993,7090
CA12 4,4758,5097,5139,5210
CA12 5,3268,3501,3529,3578
CA13 0,8597,9209,9285,9414
CA13 9,6409,6865,6922,7018
CA14 1,8434,9035,9109,9235
CA14 2,5050,5410,5454,5530
CA14 3,8500,9105,9180,9308
CA14 4,6518,6982,7039,7137
CA14 5,7297,7817,7881,7990
CA15 6,4469,4787,4827,4894
CA15 7,6771,7253,7313,7414
CA15 8,4978,5332,5376,5451
CA16 6,6175,6615,6669,6762
CA17 4,4873,5220,5263,5336
CA18 1,328,351,354,359
CA19 1,1069,1145,1155,1171
CA2  4,10325,11060,11151,11306
CA2  5,7578,8118,8184,8298
CA2  6,9233,9890,9972,10110
CA2  7,12299,13175,13283,13467
CA20 1,3355,3594,3623,3674
CA21 2,1017,1089,1098,1114
CA22 2,8887,9520,9598,9731
CA23 3,1424,1525,1538,1559
CA24 3,1266,1356,1367,1386
CA25 5,6183,6623,6678,6770
CA26 3,3868,4143,4177,4235
CA27 0,1644,1761,1776,1800
CA28 6,9888,10592,10679,10827
CA28 7,2798,2997,3022,3064
CA28 8,8811,9438,9516,9648
CA28 9,7095,7600,7663,7769
CA3  0,6066,6498,6551,6642
CA3  8,331,355,357,362
CA3  9,7618,8160,8227,8342
CA4  0,3198,3426,3454,3502
CA4  8,5631,6032,6081,6166
CA4  9,850,911,918,931
CA5  6,3815,4087,4120,4177
CA5  7,3299,3534,3563,3612
CA6  4,4197,4496,4533,4596
CA6  5,3336,3574,3603,3653
CA6  6,1561,1672,1686,1709
CA7  0,1710,1832,1847,1872
CA7  1,1448,1551,1564,1586
CA7  2,2690,2882,2905,2946
CA7  3,2941,3150,3176,3220
CA7  4,4087,4378,4414,4475
CA7  5,1933,2071,2088,2117
CA7  8,1893,2028,2044,2073
CA7  9,5831,6246,6297,6385
CA8  1,4745,5083,5125,5196
CA8  2,1912,2048,2065,2094
CA8  7,1431,1533,1545,1567
CA8  9,2226,2384,2404,2437
CA9  3,2088,2237,2255,2286
CB1  1,3643,3902,3934,3989
CB1  2,7603,8144,8211,8325
CB1  3,18497,19814,19977,20254
CB1  7,4396,4709,4748,4814
CB1  8,5656,6059,6108,6193
CB1  9,9443,10115,10198,10340
CB10 1,4610,4938,4979,5048
CB10 2,8887,9520,9598,9731
CB11 3,9635,10321,10406,10550
CB11 4,8412,9011,9085,9211
CB2  0,1173,1257,1267,1284
CB2  1,7559,8097,8164,8277
CB2  3,2283,2446,2466,2500
CB2  7,495,530,535,542
CB2  8,3875,4151,4185,4243
CB2  9,3153,3377,3405,3453
CB21 4,8505,9111,9185,9313
CB21 5,5556,5952,6000,6084
CB21 6,1565,1676,1690,1714
CB22 3,7765,8318,8386,8503
CB22 4,4311,4618,4656,4721
CB22 5,7617,8159,8226,8341
CB22 6,1232,1320,1331,1349
CB22 7,3100,3321,3348,3394
CB23 1,2656,2845,2868,2908
CB23 2,1961,2101,2118,2147
CB23 3,3452,3698,3728,3780
CB23 4,1081,1158,1167,1184
CB23 5,2337,2503,2524,2559
CB23 6,5849,6265,6317,6405
CB23 7,8509,9115,9190,9317
CB23 8,5040,5399,5443,5519
CB24 3,4184,4482,4519,4581
CB24 4,3319,3555,3585,3634
CB24 5,6877,7367,7427,7530
CB24 6,4251,4554,4591,4655
CB24 8,6543,7009,7066,7165
CB24 9,7866,8426,8495,8613
CB25 0,8216,8801,8873,8997
CB25 9,10048,10763,10852,11003
CB3  0,8737,9359,9436,9567
CB3  9,7533,8069,8136,8249
CB4  1,15887,17018,17158,17396
CB4  2,14379,15403,15529,15745
CB4  3,11632,12460,12563,12737
CB5  8,11036,11822,11919,12084
CB6  1,12422,13306,13416,13602
CB6  2,11941,12791,12896,13075
CB6  3,14012,15010,15133,15343
CB7  4,8619,9233,9309,9438
CB7  5,17997,19278,19437,19707
CB8  0,9676,10365,10450,10595
CB8  7,6488,6950,7007,7104
CB8  8,9159,9811,9892,10029
CB8  9,7918,8482,8551,8670
CB9  0,8371,8967,9041,9166
CB9  7,9770,10466,10552,10698
CB9  8,6076,6509,6562,6653
CB9  9,8654,9270,9346,9476
CH1  1,900,964,972,986
CH1  2,949,1017,1025,1039
CH1  3,3633,3892,3924,3978
CH1  4,6733,7212,7272,7373
CH1  5,13407,14362,14480,14681
CH1  6,4938,5290,5333,5407
CH2  1,9382,10050,10133,10273
CH2  2,7705,8254,8321,8437
CH2  3,9639,10325,10410,10555
CH2  4,7595,8136,8203,8317
CH3  5,12255,13128,13235,13419
CH3  6,4832,5176,5219,5291
CH3  7,6872,7361,7422,7525
CH3  8,3991,4275,4310,4370
CH3  9,4060,4349,4385,4446
CH4  0,10233,10962,11052,11205
CH4  7,7050,7552,7614,7720
CH4  8,11474,12291,12392,12564
CH4  9,3540,3792,3823,3876
CH41 0,3637,3896,3928,3983
CH41 1,526,563,568,576
CH41 2,2943,3153,3178,3223
CH41 3,1286,1378,1389,1408
CH41 4,2994,3207,3234,3278
CH41 5,738,791,797,808
CH41 6,147,157,159,161
CH41 7,2241,2401,2420,2454
CH41 8,2528,2708,2730,2768
CH41 9,1627,1743,1757,1782
CH42 0,2712,2905,2929,2970
CH42 1,3342,3580,3609,3659
CH42 2,2209,2366,2386,2419
CH42 3,2641,2829,2852,2892
CH42 4,3930,4210,4244,4303
CH42 5,3073,3292,3319,3365
CH42 6,4402,4715,4754,4820
CH42 7,2307,2471,2492,2526
CH42 8,2521,2700,2723,2760
CH42 9,3919,4198,4233,4291
CH43 0,5411,5796,5844,5925
CH43 1,2750,2946,2970,3011
CH43 2,4378,4690,4728,4794
CH43 3,2596,2781,2804,2843
CH43 4,2866,3070,3095,3138
CH43 5,3573,3827,3859,3912
CH43 6,1718,1840,1855,1881
CH43 7,5742,6151,6201,6287
CH43 8,1730,1853,1868,1894
CH43 9,8152,8732,8804,8926
CH44 0,3111,3333,3360,3407
CH44 1,2764,2961,2985,3027
CH44 2,2766,2963,2987,3029
CH44 3,2470,2646,2668,2705
CH44 4,4346,4655,4694,4759
CH44 5,3069,3288,3315,3361
CH44 6,2581,2765,2787,2826
CH44 7,1807,1936,1952,1979
CH44 8,3180,3406,3434,3482
CH44 9,3820,4092,4126,4183
CH45 0,1675,1794,1809,1834
CH45 1,2787,2985,3010,3052
CH45 2,2531,2711,2733,2771
CH45 3,2549,2730,2753,2791
CH45 4,3881,4157,4191,4250
CH45 5,4846,5191,5234,5306
CH45 6,2509,2688,2710,2747
CH45 7,3467,3714,3744,3796
CH45 8,4498,4818,4858,4925
CH45 9,2112,2262,2281,2313
CH46 0,3699,3962,3995,4050
CH46 1,2755,2951,2975,3017
CH46 2,2699,2891,2915,2955
CH46 3,1835,1966,1982,2009
CH46 5,523,560,565,573
CH46 6,5372,5754,5802,5882
CH46 7,2665,2855,2878,2918
CH46 8,3033,3249,3276,3321
CH46 9,2899,3105,3131,3174
CH47 0,628,673,678,688
CH47 1,665,712,718,728
CH47 2,2103,2253,2271,2303
CH47 3,2305,2469,2489,2524
CH47 4,933,999,1008,1022
CH47 5,788,844,851,863
CH47 6,916,981,989,1003
CH47 7,1244,1333,1344,1362
CH47 9,1327,1421,1433,1453
CH48 0,1764,1890,1905,1932
CH48 1,899,963,971,984
CH48 2,1367,1464,1476,1497
CH48 3,1381,1479,1491,1512
CH48 4,812,870,877,889
CH48 5,2694,2886,2910,2950
CH48 6,2089,2238,2256,2287
CH48 7,617,661,666,676
CH48 8,1301,1394,1405,1425
CH48 9,2282,2444,2465,2499
CH49 0,1747,1871,1887,1913
CH49 1,2453,2628,2649,2686
CH49 2,3664,3925,3957,4012
CH49 3,3294,3529,3558,3607
CH49 4,5099,5462,5507,5583
CH49 5,1557,1668,1682,1705
CH49 6,4085,4376,4412,4473
CH49 7,2287,2450,2470,2504
CH49 8,2699,2891,2915,2955
CH49 9,1892,2027,2043,2072
CH5  1,8576,9187,9262,9391
CH5  2,7286,7805,7869,7978
CH5  3,9889,10593,10680,10828
CH5  4,16774,17968,18116,18368
CH6  5,13187,14126,14242,14440
CH6  6,3931,4211,4245,4304
CH60 0,1280,1371,1382,1402
CH60 1,1892,2027,2043,2072
CH60 2,1510,1618,1631,1653
CH60 3,1018,1090,1099,1115
CH60 4,790,846,853,865
CH60 5,1928,2065,2082,2111
CH60 6,1267,1357,1368,1387
CH60 7,1215,1302,1312,1330
CH60 8,970,1039,1048,1062
CH60 9,1214,1300,1311,1329
CH61 0,498,533,538,545
CH61 1,1220,1307,1318,1336
CH61 2,619,663,669,678
CH61 3,1576,1688,1702,1726
CH61 4,2867,3071,3096,3139
CH61 5,2599,2784,2807,2846
CH61 6,2406,2577,2598,2635
CH61 7,1923,2060,2077,2106
CH61 8,2154,2307,2326,2359
CH61 9,1728,1851,1866,1892
CH62 0,1094,1172,1182,1198
CH62 1,3131,3354,3381,3428
CH62 2,3535,3787,3818,3871
CH62 3,1162,1245,1255,1272
CH62 4,1890,2025,2041,2070
CH62 5,2331,2497,2517,2552
CH62 6,3919,4198,4233,4291
CH62 7,3453,3699,3729,3781
CH62 8,4862,5208,5251,5324
CH62 9,3355,3594,3623,3674
CH63 0,4629,4959,4999,5069
CH63 1,307,329,332,336
CH63 2,5002,5358,5402,5477
CH63 3,4382,4694,4733,4798
CH63 4,328,351,354,359
CH63 5,4120,4413,4450,4511
CH63 6,533,571,576,584
CH63 7,3936,4216,4251,4310
CH63 8,2977,3189,3215,3260
CH63 9,4383,4695,4734,4799
CH64 0,2874,3079,3104,3147
CH64 1,1428,1530,1542,1564
CH64 2,1197,1282,1293,1311
CH64 3,1997,2139,2157,2187
CH64 4,2756,2952,2976,3018
CH64 5,922,988,996,1010
CH64 6,2928,3136,3162,3206
CH64 7,292,313,315,320
CH64 8,153,164,165,168
CH64 9,4374,4685,4724,4790
CH65 0,1176,1260,1270,1288
CH65 2,2588,2772,2795,2834
CH65 3,1138,1219,1229,1246
CH65 4,878,941,948,961
CH65 5,3385,3626,3656,3707
CH65 6,3195,3422,3451,3499
CH65 7,3659,3920,3952,4007
CH65 8,4688,5022,5063,5133
CH65 9,5664,6067,6117,6202
CH66 1,6055,6486,6539,6630
CH66 2,12803,13715,13827,14019
CH66 3,6076,6509,6562,6653
CH66 4,8583,9194,9270,9398
CH66 5,1004,1075,1084,1099
CH66 6,385,412,416,422
CH66 7,186,199,201,204
CH7  1,10058,10774,10863,11014
CH7  2,9549,10229,10313,10456
CH7  3,6249,6694,6749,6843
CH7  4,6061,6493,6546,6637
CH7  5,6640,7113,7171,7271
CH7  6,11509,12328,12430,12602
CH8  7,9138,9789,9869,10006
CH8  8,6200,6641,6696,6789
CH8  9,5341,5721,5768,5848
CM0  7,8332,8925,8999,9124
CM0  8,7671,8217,8285,8400
CM1  1,3582,3837,3869,3922
CM1  2,15985,17123,17264,17504
CM1  3,8527,9134,9209,9337
CM1  4,13114,14048,14163,14360
CM1  6,13344,14294,14412,14612
CM1  7,8310,8902,8975,9099
CM11 1,7237,7752,7816,7925
CM11 2,11764,12602,12705,12882
CM12 0,12334,13212,13321,13506
CM12 9,7488,8021,8087,8199
CM13 1,8383,8980,9054,9179
CM13 2,10236,10965,11055,11208
CM13 3,5875,6293,6345,6433
CM14 4,10536,11286,11379,11537
CM14 5,9210,9866,9947,10085
CM15 0,8835,9464,9542,9674
CM15 8,5759,6169,6220,6306
CM15 9,8812,9439,9517,9649
CM16 4,3688,3951,3983,4038
CM16 5,3512,3762,3793,3846
CM16 6,8034,8606,8677,8797
CM16 7,6862,7351,7411,7514
CM17 0,6859,7347,7408,7511
CM17 9,14437,15465,15592,15809
CM18 6,12859,13775,13888,14081
CM18 7,11566,12389,12491,12665
CM19 4,10841,11613,11708,11871
CM19 5,7970,8537,8608,8727
CM2  0,5299,5676,5723,5802
CM2  6,14995,16063,16195,16420
CM2  7,8423,9023,9097,9223
CM2  8,14882,15942,16073,16296
CM2  9,14653,15696,15825,16045
CM20 1,6371,6825,6881,6976
CM20 2,4013,4299,4334,4394
CM20 3,11016,11800,11897,12063
CM21 0,4308,4615,4653,4717
CM21 9,6530,6995,7052,7150
CM22 6,6840,7327,7387,7490
CM22 7,6392,6847,6903,6999
CM23 1,1552,1663,1676,1699
CM23 2,7264,7781,7845,7954
CM23 3,9337,10002,10084,10224
CM23 4,13349,14299,14417,14617
CM23 5,9113,9762,9842,9979
CM24 8,6669,7144,7203,7303
CM3  1,5614,6014,6063,6147
CM3  2,5430,5817,5864,5946
CM3  3,4913,5263,5306,5380
CM3  4,9242,9900,9981,10120
CM3  5,14894,15954,16086,16309
CM3  6,9396,10065,10148,10289
CM3  7,1559,1670,1684,1707
CM3  8,3060,3278,3305,3351
CM4  0,4575,4901,4941,5010
CM4  9,5606,6005,6054,6139
CM5  0,5402,5787,5834,5915
CM5  9,5179,5548,5593,5671
CM6  1,11691,12523,12626,12802
CM6  2,6243,6688,6742,6836
CM6  3,7250,7766,7830,7939
CM7  1,9301,9963,10045,10185
CM7  2,5528,5922,5970,6053
CM7  3,11019,11804,11901,12066
CM7  4,4231,4532,4569,4633
CM7  5,9412,10082,10165,10306
CM7  9,9252,9911,9992,10131
CM77 6,2646,2834,2858,2897
CM77 7,7451,7982,8047,8159
CM77 8,5298,5675,5722,5801
CM8  1,13990,14986,15109,15319
CM8  2,11885,12731,12836,13014
CM8  3,6932,7426,7487,7591
CM9  4,8896,9529,9608,9741
CM9  5,4265,4569,4606,4670
CM9  6,11368,12177,12277,12448
CM9  8,8996,9637,9716,9851
CO1  1,4670,5003,5044,5114
CO1  2,10318,11053,11143,11298
CO10 0,13376,14328,14446,14647
CO10 1,8320,8912,8986,9110
CO10 2,4410,4724,4763,4829
CO10 5,2263,2424,2444,2478
CO10 7,6438,6896,6953,7050
CO10 8,5356,5737,5784,5865
CO10 9,6166,6605,6659,6752
CO11 1,5643,6045,6094,6179
CO11 2,7307,7827,7892,8001
CO12 3,6974,7471,7532,7637
CO12 4,11264,12066,12165,12334
CO12 5,3977,4260,4295,4355
CO13 0,8108,8685,8757,8878
CO13 9,4002,4287,4322,4382
CO14 8,6735,7215,7274,7375
CO15 1,7233,7748,7812,7920
CO15 2,6493,6955,7012,7110
CO15 3,8623,9237,9313,9442
CO15 4,8117,8695,8766,8888
CO15 5,6741,7221,7280,7381
CO15 6,5847,6263,6315,6402
CO16 0,3036,3252,3279,3324
CO16 7,4919,5269,5313,5386
CO16 8,10919,11696,11793,11956
CO16 9,5322,5701,5748,5828
CO2  0,4480,4799,4838,4906
CO2  7,9256,9915,9996,10135
CO2  8,12673,13575,13687,13877
CO2  9,8705,9325,9401,9532
CO3  0,7681,8228,8295,8411
CO3  3,8002,8572,8642,8762
CO3  4,6662,7136,7195,7295
CO3  8,828,887,894,907
CO3  9,4944,5296,5340,5414
CO4  0,7230,7745,7808,7917
CO4  3,17987,19268,19426,19696
CO4  5,14008,15005,15129,15339
CO4  9,8777,9402,9479,9611
CO5  0,9875,10578,10665,10813
CO5  7,4506,4827,4866,4934
CO5  8,7449,7979,8045,8157
CO5  9,6369,6822,6879,6974
CO6  1,9693,10383,10468,10614
CO6  2,6285,6732,6788,6882
CO6  3,6185,6625,6680,6773
CO6  4,5879,6298,6349,6438
CO6  5,851,912,919,932
CO7  0,8076,8651,8722,8843
CO7  6,5962,6386,6439,6528
CO7  7,5487,5878,5926,6008
CO7  8,5791,6203,6254,6341
CO7  9,7637,8181,8248,8363
CO8  5,2303,2467,2487,2522
CO9  1,9398,10067,10150,10291
CO9  2,6044,6474,6528,6618
CO9  3,5616,6016,6065,6150
CO9  4,4202,4501,4538,4601
CR0  0,18285,19587,19748,20022
CR0  1,8974,9613,9692,9827
CR0  2,19388,20768,20939,21230
CR0  3,18754,20089,20254,20536
CR0  4,16782,17977,18125,18376
CR0  5,10713,11476,11570,11731
CR0  6,21899,23458,23651,23979
CR0  7,16011,17151,17292,17532
CR0  8,12934,13855,13969,14163
CR0  9,10493,11240,11332,11490
CR2  0,10999,11782,11879,12044
CR2  6,10864,11638,11733,11896
CR2  7,8235,8821,8894,9017
CR2  8,11285,12088,12188,12357
CR2  9,7084,7588,7651,7757
CR3  0,4283,4588,4626,4690
CR3  5,12701,13605,13717,13908
CR3  6,9414,10084,10167,10308
CR3  7,2141,2293,2312,2344
CR4  1,17002,18213,18362,18617
CR4  2,13403,14357,14475,14676
CR4  3,18775,20112,20277,20559
CR4  4,9622,10307,10392,10536
CR5  1,10639,11396,11490,11650
CR5  2,9162,9814,9895,10032
CR5  3,9061,9706,9786,9922
CR6  9,9843,10544,10630,10778
CR7  6,9048,9692,9772,9908
CR7  7,17686,18945,19101,19366
CR7  8,17957,19236,19394,19663
CR8  1,4855,5201,5243,5316
CR8  2,8289,8879,8952,9076
CR8  3,5004,5360,5404,5479
CR8  4,6090,6524,6577,6669
CR8  5,8307,8898,8972,9096
CT1  1,14531,15566,15693,15911
CT1  2,4296,4602,4640,4704
CT1  3,11928,12777,12882,13061
CT10 1,7056,7558,7620,7726
CT10 2,10522,11271,11364,11522
CT10 3,7325,7847,7911,8021
CT11 0,7465,7997,8062,8174
CT11 7,9169,9822,9903,10040
CT11 8,5761,6171,6222,6308
CT11 9,6811,7296,7356,7458
CT12 4,3882,4158,4193,4251
CT12 5,2742,2937,2961,3002
CT12 6,11202,12000,12098,12266
CT13 0,5957,6381,6434,6523
CT13 9,2944,3154,3180,3224
CT14 0,2960,3171,3197,3241
CT14 6,5355,5736,5783,5864
CT14 7,9173,9826,9907,10044
CT14 8,2694,2886,2910,2950
CT14 9,14874,15933,16064,16287
CT15 4,3706,3970,4002,4058
CT15 5,3289,3523,3552,3601
CT15 6,2499,2677,2699,2736
CT15 7,3744,4011,4044,4100
CT16 1,3447,3692,3723,3774
CT16 2,10592,11346,11439,11598
CT16 3,5584,5982,6031,6114
CT17 0,12301,13177,13285,13470
CT17 9,9785,10482,10568,10715
CT18 7,10823,11594,11689,11851
CT18 8,3086,3306,3333,3379
CT19 4,9199,9854,9935,10073
CT19 5,10233,10962,11052,11205
CT19 6,9435,10107,10190,10331
CT2  0,5883,6302,6354,6442
CT2  7,13510,14472,14591,14793
CT2  8,7567,8106,8172,8286
CT2  9,3758,4026,4059,4115
CT20 1,7046,7548,7610,7715
CT20 2,7545,8082,8149,8262
CT20 3,7879,8440,8509,8628
CT21 4,4377,4689,4727,4793
CT21 5,6446,6905,6962,7058
CT21 6,6324,6774,6830,6925
CT3  1,5858,6275,6327,6415
CT3  2,3365,3605,3634,3685
CT3  3,4438,4754,4793,4860
CT3  4,3623,3881,3913,3967
CT4  5,4171,4468,4505,4567
CT4  6,5127,5492,5537,5614
CT4  7,5455,5843,5891,5973
CT4  8,1880,2014,2030,2059
CT5  1,7536,8073,8139,8252
CT5  2,8245,8832,8905,9028
CT5  3,6778,7261,7320,7422
CT5  4,10509,11257,11350,11507
CT6  5,7481,8014,8079,8192
CT6  6,9818,10517,10603,10751
CT6  7,12628,13527,13638,13828
CT6  8,8636,9251,9327,9456
CT7  0,4045,4333,4369,4429
CT7  9,7414,7942,8007,8118
CT8  8,7338,7860,7925,8035
CT9  1,6759,7240,7300,7401
CT9  2,10779,11546,11641,11803
CT9  3,11077,11866,11963,12129
CT9  4,3862,4137,4171,4229
CT9  5,10977,11759,11855,12020
CV1  1,437,468,472,479
CV1  2,6764,7246,7305,7407
CV1  3,5001,5357,5401,5476
CV1  4,8165,8746,8818,8941
CV1  5,10814,11584,11679,11841
CV10 0,12587,13483,13594,13783
CV10 7,11078,11867,11964,12130
CV10 8,11974,12827,12932,13112
CV10 9,14244,15258,15384,15597
CV11 4,12061,12920,13026,13207
CV11 5,11114,11905,12003,12170
CV11 6,16253,17410,17553,17797
CV12 0,9099,9747,9827,9963
CV12 8,10682,11443,11537,11697
CV12 9,11825,12667,12771,12948
CV13 0,6402,6858,6914,7010
CV13 6,4312,4619,4657,4722
CV2  1,12001,12855,12961,13141
CV2  2,12524,13416,13526,13714
CV2  3,13010,13936,14051,14246
CV2  4,13683,14657,14778,14983
CV2  5,11988,12842,12947,13127
CV21 1,9843,10544,10630,10778
CV21 2,7990,8559,8629,8749
CV21 3,10227,10955,11045,11199
CV21 4,7530,8066,8132,8245
CV22 5,9369,10036,10119,10259
CV22 6,10470,11215,11308,11465
CV22 7,15494,16597,16734,16966
CV23 0,9612,10296,10381,10525
CV23 8,5613,6013,6062,6146
CV23 9,6611,7082,7140,7239
CV3  1,8880,9512,9590,9724
CV3  2,16357,17522,17666,17911
CV3  3,7874,8435,8504,8622
CV3  4,4249,4552,4589,4653
CV3  5,13479,14439,14557,14760
CV3  6,12484,13373,13483,13670
CV31 1,12171,13038,13145,13327
CV31 2,12287,13162,13270,13454
CV31 3,7072,7576,7638,7744
CV32 4,3149,3373,3401,3448
CV32 5,8230,8816,8888,9012
CV32 6,7490,8023,8089,8202
CV32 7,13827,14811,14933,15141
CV33 9,6103,6538,6591,6683
CV34 4,4831,5175,5217,5290
CV34 5,14218,15230,15355,15569
CV34 6,12296,13171,13280,13464
CV35 0,5786,6198,6249,6336
CV35 7,5310,5688,5735,5814
CV35 8,5676,6080,6130,6215
CV35 9,7837,8395,8464,8582
CV36 4,6496,6959,7016,7113
CV36 5,2790,2989,3013,3055
CV37 0,6733,7212,7272,7373
CV37 6,6679,7155,7213,7314
CV37 7,8658,9274,9351,9481
CV37 8,6969,7465,7527,7631
CV37 9,11959,12810,12916,13095
CV4  7,8878,9510,9588,9721
CV4  8,8015,8586,8656,8776
CV4  9,16477,17650,17795,18042
CV47 0,2213,2371,2390,2423
CV47 1,4354,4664,4702,4768
CV47 2,5145,5511,5557,5634
CV47 7,751,804,811,822
CV47 8,2491,2668,2690,2728
CV47 9,2013,2156,2174,2204
CV5  6,11915,12763,12868,13047
CV5  7,11931,12780,12885,13064
CV5  8,12346,13225,13334,13519
CV5  9,9776,10472,10558,10705
CV6  1,13817,14801,14922,15130
CV6  2,12131,12995,13101,13283
CV6  3,10834,11605,11701,11863
CV6  4,13098,14031,14146,14342
CV6  5,13469,14428,14547,14749
CV6  6,10696,11458,11552,11712
CV6  7,12477,13365,13475,13662
CV7  7,10748,11513,11608,11769
CV7  8,8542,9150,9225,9353
CV7  9,8788,9414,9491,9623
CV8  1,11021,11806,11903,12068
CV8  2,13239,14182,14298,14497
CV8  3,6771,7253,7313,7414
CV9  1,5796,6209,6260,6347
CV9  2,8988,9628,9707,9842
CV9  3,6420,6877,6934,7030
CW1  2,1508,1615,1629,1651
CW1  3,17346,18581,18734,18994
CW1  4,11655,12485,12587,12762
CW1  5,10723,11486,11581,11742
CW1  6,1147,1229,1239,1256
CW10 0,7597,8138,8205,8319
CW10 9,6764,7246,7305,7407
CW11 1,7236,7751,7815,7923
CW11 2,1889,2023,2040,2068
CW11 3,7181,7692,7755,7863
CW11 4,6309,6758,6814,6908
CW12 1,3872,4148,4182,4240
CW12 2,4934,5285,5329,5403
CW12 3,10059,10775,10864,11015
CW12 4,10360,11098,11189,11344
CW2  5,8061,8635,8706,8827
CW2  6,10648,11406,11500,11660
CW2  7,9284,9945,10027,10166
CW2  8,13127,14062,14177,14374
CW3  0,2755,2951,2975,3017
CW3  9,6324,6774,6830,6925
CW4  7,5823,6238,6289,6376
CW4  8,3555,3808,3839,3893
CW5  5,7751,8303,8371,8487
CW5  6,7412,7940,8005,8116
CW5  7,9654,10341,10426,10571
CW5  8,4464,4782,4821,4888
CW6  0,7005,7504,7565,7670
CW6  9,5155,5522,5567,5645
CW7  1,9340,10005,10087,10227
CW7  2,10816,11586,11681,11844
CW7  3,9459,10132,10216,10358
CW7  4,1839,1970,1986,2014
CW8  1,8686,9304,9381,9511
CW8  2,9087,9734,9814,9950
CW8  3,7139,7647,7710,7817
CW8  4,10378,11117,11208,11364
CW9  5,3371,3611,3641,3691
CW9  6,5661,6064,6114,6199
CW9  7,10771,11538,11633,11794
CW9  8,13344,14294,14412,14612
DA1  1,9614,10299,10383,10527
DA1  2,11763,12601,12704,12880
DA1  3,12006,12861,12966,13147
DA1  4,8370,8966,9040,9165
DA1  5,10934,11713,11809,11973
DA10 0,6746,7226,7286,7387
DA11 0,8909,9543,9622,9755
DA11 7,9009,9650,9730,9865
DA11 8,10962,11742,11839,12003
DA11 9,9179,9833,9913,10051
DA12 1,6711,7189,7248,7349
